"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges"
"487","Female",1,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.05,25.05
"488","Female",0,"Yes","No",20,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.8,1540.35
"489","Female",0,"Yes","Yes",61,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",88.1,5526.75
"490","Male",1,"Yes","No",33,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",100.6,3270.25
"491","Male",0,"No","Yes",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.4,374.5
"492","Female",0,"Yes","No",67,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",109.7,7344.45
"493","Female",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.3,6518.35
"494","Male",0,"Yes","Yes",52,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Electronic check",79.2,4016.3
"495","Female",0,"No","Yes",18,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",35,553
"496","Female",0,"Yes","Yes",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.7,804.25
"497","Female",0,"No","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.25,174.65
"498","Female",0,"Yes","Yes",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",23.9,1663.5
"499","Male",0,"No","No",19,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.85,1424.5
"500","Male",0,"Yes","Yes",47,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",107.35,5118.95
"501","Female",0,"Yes","No",70,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.8,1397.65
"502","Female",1,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",84.1,6129.65
"503","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.25,70.25
"504","Male",0,"Yes","No",13,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Mailed check",75.3,989.45
"505","Male",0,"Yes","Yes",30,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",85.45,2509.95
"506","Female",0,"Yes","Yes",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,284.3
"507","Female",0,"No","No",30,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",100.45,3096.9
"508","Female",0,"No","No",14,"Yes","No","DSL","No","Yes","No","No","No","No","One year","No","Credit card (automatic)",51.45,727.85
"509","Male",0,"No","No",14,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.55,1415.55
"510","Male",0,"No","No",34,"Yes","No","DSL","Yes","No","Yes","No","No","No","One year","No","Mailed check",56.95,1889.5
"511","Female",0,"Yes","Yes",71,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",82,5999.85
"512","Female",0,"Yes","No",58,"No","No phone service","DSL","Yes","Yes","No","No","Yes","No","One year","Yes","Electronic check",45.35,2540.1
"513","Female",0,"Yes","Yes",50,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",84.4,4116.15
"514","Female",0,"Yes","Yes",45,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",24.65,1171.3
"515","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.2,20.2
"516","Male",0,"Yes","Yes",57,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.4,1061.6
"517","Female",0,"Yes","No",46,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",103.15,4594.65
"518","Female",0,"No","No",4,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",50.7,151.3
"519","Female",1,"Yes","No",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.05,302.6
"520","Female",0,"No","No",29,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",67.45,1801.1
"521","Male",0,"Yes","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",19.8,1414.65
"522","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85.9,6110.75
"523","Female",0,"No","No",59,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",83.25,4949.1
"524","Male",0,"Yes","No",64,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",104.05,6605.55
"525","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.55,45.55
"526","Male",0,"No","No",21,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",20.35,422.7
"527","Female",0,"No","No",1,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",83.4,83.4
"528","Male",0,"No","No",44,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",68.85,2958.95
"529","Female",0,"Yes","No",50,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","No","Electronic check",108.55,5610.7
"530","Female",1,"No","No",9,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",75.5,637.4
"531","Male",0,"No","No",22,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",55.1,1253.15
"532","Male",0,"Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.3,1643.25
"533","Female",0,"Yes","Yes",4,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",58.5,224.85
"534","Male",0,"Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",102.5,6157.6
"535","Female",0,"No","No",15,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.25,1457.25
"536","Male",0,"No","Yes",17,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.3,846.8
"537","Male",0,"No","No",7,"No","No phone service","DSL","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",24.35,150.85
"538","Male",1,"No","No",16,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",78.75,1218.25
"539","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",68.95,119.75
"540","Female",0,"Yes","Yes",61,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",73.8,4616.05
"541","Male",0,"Yes","No",9,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Mailed check",70.05,564.4
"542","Female",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.85,199.85
"543","Female",0,"No","No",11,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",79,929.3
"544","Male",0,"No","No",2,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",100.2,198.5
"545","Male",1,"No","No",20,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",89.95,1648.45
"546","Female",1,"Yes","No",40,"No","No phone service","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",39.3,1637.4
"547","Female",0,"No","No",9,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",98.3,923.5
"548","Female",0,"Yes","No",18,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",50.3,908.75
"549","Female",0,"Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",86.8,5327.25
"550","Female",0,"Yes","No",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",114.9,7843.55
"551","Male",0,"No","No",39,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.4,4040.65
"552","Male",0,"No","No",31,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.4,609.1
"553","Female",0,"No","Yes",43,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",106,4532.3
"554","Male",0,"Yes","Yes",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.5,96.85
"555","Male",0,"Yes","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",85.65,659.45
"556","Female",0,"Yes","No",63,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",79.7,4786.15
"557","Female",0,"Yes","Yes",46,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",90.95,4236.6
"558","Female",0,"No","No",60,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.9,6396.45
"559","Female",0,"No","No",41,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.3,4443.45
"560","Male",0,"Yes","No",54,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",109.75,6110.2
"561","Male",0,"No","No",7,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",25.05,152.95
"562","Male",0,"Yes","Yes",60,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)",65.85,3928.3
"563","Male",0,"No","No",5,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",92.5,452.7
"564","Male",0,"Yes","Yes",52,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",24.8,1229.1
"565","Female",0,"Yes","No",18,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",74.8,1438.05
"566","Male",0,"Yes","No",30,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",50,1474.9
"567","Female",0,"Yes","No",42,"No","No phone service","DSL","No","Yes","No","Yes","No","No","One year","No","Mailed check",33.55,1445.3
"568","Female",0,"Yes","No",2,"Yes","No","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",62.15,113.1
"569","Male",0,"Yes","No",17,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",49.8,836.35
"570","Female",0,"Yes","No",48,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",105.1,5083.55
"571","Female",0,"No","No",22,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",48.8,1054.6
"572","Female",0,"No","No",11,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",76.4,838.7
"573","Male",0,"Yes","No",71,"Yes","No","DSL","Yes","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",54.5,3778.2
"574","Male",0,"Yes","No",29,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",84.45,2467.1
"575","Male",1,"No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94,181.7
"576","Male",0,"No","No",6,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","No","Mailed check",60.9,414.1
"577","Male",1,"No","No",35,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.05,3395.8
"578","Male",0,"Yes","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.7,1492.1
"579","Male",0,"No","Yes",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.15,537.35
"580","Male",0,"Yes","Yes",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",92.2,6392.85
"581","Female",0,"Yes","No",52,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",66.25,3330.1
"582","Male",0,"Yes","Yes",50,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",105.95,5341.8
"583","Male",0,"Yes","Yes",68,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",101.05,6770.5
"584","Female",0,"No","No",16,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",72.65,1194.3
"585","Male",0,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.75,90.75
"586","Male",0,"Yes","Yes",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.85,45.85
